,date,text,GPE
10849,2013/03/23_08:01,"The President on Obamacare's 3rd anniversary: ""In the wealthiest nation on Earth no one should go broke just because they get sick.""",[]
10850,2013/03/23_08:01,#ACA,[]
10851,2013/03/22_14:56,No American who works full time should have to live in poverty: http://OFA.BO/mVrbvmÂ pic.twitter.com/lsDKl86MRy,[]
10852,2013/03/22_12:51,Make sure your friends know why more than 9 in 10 Americans want Congress to pass universal background checks:pic.twitter.com/aFb4mNAGX5,[]
10853,2013/03/22_11:46,RT if you agree: We don't have to choose between clean air clean water and a growing economy.pic.twitter.com/rKEJ1bP9yP,[]
10854,2013/03/22_09:51,Worth a read: The Senate GOP's plan would â€œdestroy environmental protections and set back decades of progress.â€�http://OFA.BO/kPLcwoÂ,[]
10855,2013/03/22_06:57,A false choice:pic.twitter.com/o2BRXn0r2g,[]
10856,2013/03/21_16:13,"Harry Reid: ""In order to be effective any bill that passes the Senate must include background checks.""",[]
10857,2013/03/21_16:13,http://OFA.BO/Z81gtaÂ  #TimeToAct,[]
10858,2013/03/21_14:14,Tell Senate Republicans: We should invest in clean energy and combat climate changeâ€”not gut the progress we've made.http://OFA.BO/jspT6iÂ,[]
10859,2013/03/21_13:13,RT if you agree: The Senate GOP should stop trying to tear down environmental progress & pass a clean budget that protects the middle class.,[]
10860,2013/03/21_12:29,FACT: Under Obama U.S. carbon pollution emissions have fallen to their lowest level in nearly 2 decadesâ€”and we need to do more.,['U.S.']
10861,2013/03/21_12:29,#OFAClimate,[]
10862,2013/03/21_11:44,FACT: Renewable electricity generation from wind solar and geothermal sources has doubled since President Obama took office.,[]
10863,2013/03/21_11:44,#OFAClimate,[]
10864,2013/03/21_11:08,FACT: Senate Republicans would end tax credits for clean energy like wind and solarâ€”costing American jobs in an industry we need to lead.,[]
10865,2013/03/21_10:36,FACT: The Senate GOP would let polluters build power plants w/o limits on carbon pollutionâ€”fueling climate change that threatens our planet.,[]
10866,2013/03/21_10:13,FACT: The Senate GOP would block limits on toxic air pollution that will prevent up to 11000 deaths and nearly 5000 heart attacks a year.,[]
10867,2013/03/21_09:56,Senate Republicans are planning budget amendments that would gut our ability to fight climate change and invest in clean energy.,[]
10868,2013/03/21_09:56,#OFAClimate,[]
10869,2013/03/21_09:07,Dear Congress: Passing background checks for all gun sales will save livesâ€”and it's time to make it happen.pic.twitter.com/dEFnwmz5BK,[]
10870,2013/03/21_07:39,Finish your bracket: It's time for #MarchMadness.pic.twitter.com/gqOG63IWRs,[]
10871,2013/03/20_16:06,RT if you agree: Passing background checks for all gun sales will save livesâ€”and it's time for Congress to act.pic.twitter.com/7wN8Lpj1CJ,[]
10872,2013/03/20_12:46,Tell Republicans in Congress to stop severe cuts to education: http://OFA.BO/GbxjqAÂ pic.twitter.com/a5cXEdowIn,[]
10873,2013/03/20_09:26,I began with a clipboard at a very small farmer's market.,[]
10874,2013/03/20_09:26,â€”James on why he's organizing to reduce gun violence:http://OFA.BO/en9SfvÂ,[]
10875,2013/03/20_08:23,Ready for spring.pic.twitter.com/NqU4TtMGz9,[]
10876,2013/03/20_06:45,Your job is not done when you walk out of the ballot booth.,[]
10877,2013/03/20_06:45,http://OFA.BO/RgC9EwÂ  #OFAction,[]
10878,2013/03/19_16:20,RT if you stand with same-sex couples around the country fighting for the right to marry who they love.pic.twitter.com/s7SGOTS20F,[]
10879,2013/03/19_11:32,RT if you agree: All victims of gun violence deserve a voteâ€”and Congress needs to act now.,[]
10880,2013/03/19_11:32,#TimeToActpic.twitter.com/2nTZmmkgBe,[]
10881,2013/03/19_11:01,Download & display this sign if you're 1 of the 92% of Americans who support universal background checks: http://OFA.BO/C6g5oLÂ  #TimeToAct,[]
10882,2013/03/19_10:32,Hey Congress ---> More than 9 in 10 Americans support background checks for ALL gun salesâ€”and it's #TimeToAct.pic.twitter.com/2pJgwrdeA7,[]
10883,2013/03/19_10:17,FACT: Background checks have kept more than 2 million guns out of dangerous handsâ€”but they still don't cover all gun sales.,[]
10884,2013/03/19_10:17,#TimeToAct,[]
10885,2013/03/19_10:08,FACT: Since 1968 more Americans have died from gun violence than in all of America's warsâ€”combined.,['America']
10886,2013/03/19_10:08,#TimeToActpic.twitter.com/wpAWKKvm8T,[]
10887,2013/03/19_09:58,It's time for Congress to take common-sense steps to reduce gun violence.,[]
10888,2013/03/19_09:58,#TimeToActpic.twitter.com/nR662k51fS,[]
10889,2013/03/19_09:31,Michelle and I join our fellow Americans in paying tribute to all who served and sacrificed in one of our nationâ€™s longest wars.,[]
10890,2013/03/19_09:31,#Iraq,[]
10891,2013/03/19_07:39,Snack time.pic.twitter.com/jb60w1KSrg,[]
10892,2013/03/19_06:31,RT if you agree: We can't afford severe cuts to educationâ€”and it's time for Republicans in Congress to stop them.pic.twitter.com/h1S5l7e0Cp,[]
10893,2013/03/18_16:21,We can make sure every single door is open every dream is within reachâ€”for Malia for Sasha for your daughters.http://OFA.BO/SHbJtTÂ,[]
10894,2013/03/18_15:01,Change comes about because people are activated.,[]
10895,2013/03/18_15:01,People are involved.,[]
10896,2013/03/18_15:01,â€”President Obama on the importance of @OFA: http://OFA.BO/iBdqyoÂ,[]
10897,2013/03/18_12:19,Great news: 58% of Americans agree that same-sex couples should be able to get married.,[]
10898,2013/03/18_12:19,http://OFA.BO/WJNePPÂ  #MarriageEquality,[]
10899,2013/03/18_11:21,FACT: 11155 @OFA volunteers have signed up for 411 action planning sessions in 46 states and D.C. to develop organizing plans.,['D.C.']
10900,2013/03/18_11:21,#OFAction,[]
10901,2013/03/18_10:30,"Obama: ""Today Iâ€™m proud to nominate a leader to carry on those efforts as Americaâ€™s next Sec.",[]
10902,2013/03/18_10:30,"of Laborâ€”Tom Perez.""",[]
10903,2013/03/18_10:30,http://OFA.BO/Kc1GQSÂ,[]
10904,2013/03/18_07:39,Add your name to help President Obama deliver on the agenda Americans voted for last fall: http://OFA.BO/EEcugcÂ pic.twitter.com/YAsOQZgihE,[]
10905,2013/03/17_07:54,Happy St. Patrick's Day!pic.twitter.com/Xtx1qxXUWs,"[""St. Patrick's""]"
10906,2013/03/16_11:32,When those voices are heard you can't stop it.,[]
10907,2013/03/16_11:32,That's when change happens.,[]
10908,2013/03/16_11:32,http://OFA.BO/v77BTUÂ pic.twitter.com/fsWnDvXc1j,[]
10909,2013/03/16_10:30,After years of talking about it weâ€™re finally poised to take control of our energy future.,[]
10910,2013/03/16_10:30,http://OFA.BO/3Nbtr9Â  #MadeInAmerica,[]
10911,2013/03/15_14:43,A reminder to severe conservatives still trying to roll back progress...pic.twitter.com/zwgnhEUVnN,[]
10912,2013/03/15_13:54,President Obama on why we need Organizing for Action: http://OFA.BO/zXNEPhÂ pic.twitter.com/FQoJz0iHnR,[]
10913,2013/03/15_12:56,RT if you agree: It's time to keep cutting our dependence on foreign oil invest in clean energy and reduce carbon pollution.,[]
10914,2013/03/15_12:56,#OFAClimate,[]
10915,2013/03/15_12:12,"President Obama: ""Thatâ€™s who we are.",[]
10916,2013/03/15_12:12,That's been the American story.,[]
10917,2013/03/15_12:12,We donâ€™t stand still.,[]
10918,2013/03/15_12:12,We look forward.,[]
10919,2013/03/15_12:12,We invent.,[]
10920,2013/03/15_12:12,"We build.""",[]
10921,2013/03/15_12:02,"President Obama: ""Letâ€™s set up an Energy Security Trust that helps us free our families and businesses from painful spikes in gas prices.""",[]
10922,2013/03/15_11:57,"President Obama: ""This is about national security.",[]
10923,2013/03/15_11:57,"Our reliance on oil makes us far too dependent on other parts of the world.""",[]
10924,2013/03/15_11:57,#OFAClimate,[]
10925,2013/03/15_11:53,"Obama on new fuel efficiency standards: ""By the middle of the next decade our cars will go twice as far on a gallon of gas.""",[]
10926,2013/03/15_11:53,#OFAClimate,[]
10927,2013/03/15_11:47,"President Obama: ""We need to keep investing in scientific research.",[]
10928,2013/03/15_11:47,"We need to maintain our edge.""",[]
10929,2013/03/15_11:47,#MadeInAmerica,[]
10930,2013/03/15_11:42,"President Obama: ""We've doubled the amount of renewable energy we generate from sources like wind and solar.",[]
10931,2013/03/15_11:42,"""pic.twitter.com/xMDnamc3te",[]
10932,2013/03/15_11:37,"President Obama: ""Right now few areas hold more promise for creating good jobs and growing our economy than how we use American energy.""",[]
10933,2013/03/15_11:35,Watch live: President Obama speaks in Illinois about American energy.http://wh.gov/liveÂ,['Illinois']
10934,2013/03/15_11:26,FACT: Renewable electricity generation from wind solar and geothermal sources has doubled since President Obama took office.,[]
10935,2013/03/15_11:26,#OFAClimate,[]
10936,2013/03/15_11:07,FACT: Under President Obama foreign oil imports have fallen to a 20-year low.,[]
10937,2013/03/15_11:07,#OFAClimate,[]
10938,2013/03/15_10:45,Worth a read and a RT: President Obama's plan for a clean and secure energy future.,[]
10939,2013/03/15_10:45,http://OFA.BO/XduWPtÂ  #OFAClimate,[]
10940,2013/03/14_16:24,Join @OFA to help pass President Obama's agenda: http://OFA.BO/6akPcxÂ pic.twitter.com/yLLe078rk6,[]
10941,2013/03/14_14:47,"President Obama: Weapons of war ""have no place on our streets in our schools or threatening our law enforcement officers.""",[]
10942,2013/03/14_14:47,#WeDemandAVote,[]
10943,2013/03/14_14:35,RT today's good news: the Senate took another step forward to reduce gun violence: http://OFA.BO/Pz4k4qÂ  #WeDemandAVote,[]
10944,2013/03/14_13:39,.,[]
10945,2013/03/14_13:39,@VP Biden on why he supports the Second Amendment and the President's plan to reduce gun violence: http://OFA.BO/zC1jzRÂ  #BeingBiden,[]
10946,2013/03/14_12:17,RT if you agree: It's time for Congress to make our communities safer by passing universal background checks on gun sales.,[]
10947,2013/03/14_12:17,#WeDemandAVote,[]
10948,2013/03/14_11:32,Download and display this sign if you're one of the 92% of Americans who support background checks for all gun sales:http://OFA.BO/hv1cFiÂ,[]
10949,2013/03/14_10:53,FACT: Nearly 40% of all gun sales don't require a background check under current law.,[]
10950,2013/03/14_10:53,#WeDemandAVote,[]
10951,2013/03/14_10:20,FACT: Background checks have kept more than 2 million guns out of dangerous handsâ€”but they don't cover all gun sales.,[]
10952,2013/03/14_10:20,#WeDemandAVote,[]
10953,2013/03/14_09:54,FACT: Since 1968 more Americans have died from gun violence than in all of America's warsâ€”combined.,['America']
10954,2013/03/14_09:54,#WeDemandAVotepic.twitter.com/brMESYQqSu,[]
10955,2013/03/14_09:09,The vast majority of Americans support universal background checksâ€”and it's time for Congress to act: http://OFA.BO/DL9YLjÂ  #WeDemandAVote,[]
10956,2013/03/14_06:25,Follow @OFA this morning for live updates from the Organizing for Action founders' summit.,[]
10957,2013/03/13_13:45,"Obama on Pope Francis: ""I look forward to working with His Holiness to advance peace security and dignity for our fellow human beings.""",[]
10958,2013/03/13_08:49,Follow @OFA today for live updates from the founders' summit of Organizing for Action.,[]
10959,2013/03/13_08:01,Obama needs your help to pass the policies Americans voted for last fall.,[]
10960,2013/03/13_08:01,Say you're in: http://OFA.BO/urUKLjÂ pic.twitter.com/FFWtZZhX7D,[]
10961,2013/03/12_16:02,Teach him how to Dougie @FLOTUS.pic.twitter.com/w945nRrPZq,[]
10962,2013/03/12_14:28,Keep the pressure on Congress until this gets done: Add your name to support Obama's plan to reduce gun violence.http://OFA.BO/KPu6QAÂ,[]
10963,2013/03/12_14:04,Today the Senate Judiciary Committee voted to reduce gun violence and make our schools safer: http://OFA.BO/8CwmXnÂ  #WeDemandAVote,[]
10964,2013/03/12_11:34,RT if you agree: We should reduce the deficit by closing tax loopholes for millionairesâ€”not by raising middle-class taxes.,[]
10965,2013/03/12_10:44,FACT: Obama's balanced plan reduces the deficit by cutting waste and closing tax loopholes that benefit the wealthy.,[]
10966,2013/03/12_10:44,http://OFA.BO/ijntskÂ,[]
10967,2013/03/12_10:14,FACT: The House GOP would cut taxes for millionaires and reduce the deficit by raising taxes on middle-class families by more than $2000.,[]
10968,2013/03/12_09:59,The math just doesn't add up.,[]
10969,2013/03/12_09:59,â€” @PressSec on how the House GOP budget threatens the middle class:http://OFA.BO/rSAfa1Â,[]
10970,2013/03/12_09:14,RT if you agree that every family of gun violence victims deserves a vote on universal background checks:pic.twitter.com/90dzHbt4ru,[]
10971,2013/03/11_16:26,Tell Congress we should close tax loopholes for millionaires before cutting vital services: http://OFA.BO/zKQ6vEÂ pic.twitter.com/yLt6un5N0Z,[]
10972,2013/03/11_14:10,Don't let Congress off the hook: Tell them it's time to reduce gun violence and help protect our kids.,[]
10973,2013/03/11_14:10,http://OFA.BO/CtRojqÂ  #WeDemandAVote,[]
10974,2013/03/11_13:35,Most Americans support background checks for all gun salesâ€”and it's time for Congress to make it happen.pic.twitter.com/KI7gAJg42R,[]
10975,2013/03/11_13:06,FACT: 6.6 million guns were transferred in the U.S. last year without a background check.,['U.S.']
10976,2013/03/11_13:06,#WeDemandAVotepic.twitter.com/QGZYqBHx01,[]
10977,2013/03/11_12:37,FACT: Background checks have kept more than 2 million guns out of dangerous handsâ€”but not all gun sales require them.,[]
10978,2013/03/11_12:37,#WeDemandAVote,[]
10979,2013/03/11_12:18,FACT: 80% of prison inmates who used guns acquired them through private transfers that didn't require a background check.,[]
10980,2013/03/11_12:18,#WeDemandAVote,[]
10981,2013/03/11_11:59,87 people die every day from gun violence in Americaâ€”and it's time to do something about it.,[]
10982,2013/03/11_11:59,http://OFA.BO/pDu76WÂ  #WeDemandAVote,[]
10983,2013/03/11_11:10,Make sure your friends and family know President Obama's plan to reduce gun violence: http://OFA.BO/ftWmmkÂ pic.twitter.com/FJ1ZrWnO1Z,[]
10984,2013/03/11_08:49,RT if you agree: Congress should close background check loopholes to help keep guns out of dangerous hands.pic.twitter.com/RMZbyOU4nX,[]
10985,2013/03/11_07:29,Our economy has come a long way over the last four yearsâ€”and we have more work to do:pic.twitter.com/VRdB7DbHuz,[]
10986,2013/03/10_10:33,Spring forward.pic.twitter.com/YDs1i1ooMv,[]
10987,2013/03/10_09:42,"President Obama: ""What binds us together will always be more powerful than what drives us apart.",[]
10988,2013/03/10_09:42,"""http://OFA.BO/v3mihZÂ",[]
10989,2013/03/09_10:02,In case you missed the news our economy has added nearly 6.4 million private-sector jobs over 36 straight months:pic.twitter.com/yrDgoY2BpV,[]
10990,2013/03/09_09:02,"Obama on the improving job market: ""The last thing we should do is allow Washington politics to get in the way.",['Washington']
10991,2013/03/09_09:02,"""http://OFA.BO/JzdeUZÂ",[]
10992,2013/03/08_15:01,Empowering women isn't just the right thing to doâ€”itâ€™s the smart thing to do.,[]
10993,2013/03/08_15:01,â€”Obama on International #WomensDay: http://OFA.BO/mrp8NaÂ,['â€”Obama']
10994,2013/03/08_12:36,RT if you agree: We should never cut vital services for the middle class before closing tax loopholes for millionaires.,[]
10995,2013/03/08_12:36,#CutsWeCantAfford,[]
10996,2013/03/08_11:19,FACT: More than 800000 defense employees would be forced to take unpaid leave if Congress doesn't stop #CutsWeCantAfford.,[]
10997,2013/03/08_10:45,FACT: Students could lose more than $1 billion in financial aid and education funding because Congress failed to stop #CutsWeCantAfford.,[]
10998,2013/03/08_10:13,FACT: FEMA disaster relief could be cut by $928 million because Congress failed to act.,[]
10999,2013/03/08_10:13,#CutsWeCantAfford,[]
11000,2013/03/08_09:47,FACT: More than 10000 teachers and school staff could lose their jobs if Congress doesn't stop #CutsWeCantAfford.,[]
11001,2013/03/08_09:31,RT if you agree: We need Congress to help businesses create more jobsâ€”not impose drastic cuts that will cost 750000 jobs.,[]
11002,2013/03/08_09:31,#CutsWeCantAfford,[]
11003,2013/03/08_09:16,246000 new private-sector jobs last month.,[]
11004,2013/03/08_09:16,The last thing we need right now is a self-inflicted wound from Congress with #CutsWeCantAfford.,[]
11005,2013/03/08_06:54,Stand with the President's plan to stop severe budget cuts & reduce the deficit in a balanced way: http://OFA.BO/DgzfnFÂ  #CutsWeCantAfford,[]
11006,2013/03/07_17:01,A bill to reauthorize & strengthen the Violence Against Women Act ---> signed by President Obama today.,[]
11007,2013/03/07_17:01,#VAWApic.twitter.com/1f0qvWIRjp,[]
11008,2013/03/07_11:43,All women deserve the right to live free from fear.,[]
11009,2013/03/07_11:43,That's what today is all about.,[]
11010,2013/03/07_11:43,â€”Obama on signing the Violence Against Women Act #VAWA,['â€”Obama']
11011,2013/03/07_11:37,"Obama: ""This is a country where everyone should be able to pursue their own measure of happiness and live their lives free from fear.""",[]
11012,2013/03/07_11:37,#VAWA,[]
11013,2013/03/07_11:34,"President Obama on #VAWA: ""One of the great legacies of this law is that it didn't just change the rulesâ€”it changed our culture.""",[]
11014,2013/03/07_11:30,â€œThis victory shows that when the American people make their voices heard Washington listens.â€� â€”President Obama on reauthorizing #VAWA,['Washington']
11015,2013/03/07_11:25,Because of the people in this room every time we reauthorized the Violence Against Women Act we improved it.,[]
11016,2013/03/07_11:25,â€” @VP Biden #VAWA,[]
11017,2013/03/07_11:16,Listen live: President Obama & @VP Biden speak at the Violence Against Women Act bill signing.,[]
11018,2013/03/07_11:16,http://OFA.BO/5TjMLhÂ  #VAWA,[]
11019,2013/03/07_08:32,Join millions of supporters fighting to pass the agenda Americans voted for last fall:http://OFA.BO/iB9zH5Â,[]
11020,2013/03/07_06:36,"FACT: ""964000 Americans have already mobilized through @OFA.""",[]
11021,2013/03/07_06:36,http://OFA.BO/GZGLfFÂ,[]
11022,2013/03/07_05:43,Change will come from Americans organizing across the nationâ€”-not from the highest-paid lobbyists on K Street: http://OFA.BO/537qBvÂ,[]
11023,2013/03/06_16:15,What a real snow day looks like.pic.twitter.com/DSIjr5pmUe,[]
11024,2013/03/06_13:57,We should hire more teachers and continue to make college more affordableâ€”not cut student aid.,[]
11025,2013/03/06_13:57,#JobsNotCutspic.twitter.com/KWCyIU3zHO,[]
11026,2013/03/06_11:19,Share this if you agree we can't put tax breaks for oil companies above helping military families (via @WhiteHouse).pic.twitter.com/ewI1G5ZfOZ,[]
11027,2013/03/06_08:58,RT if you're one of the 92% of Americans who want Congress to pass universal background checks for gun sales.pic.twitter.com/SIKzEaUQ1O,[]
11028,2013/03/06_08:11,Every family that has lost loved ones to gun violence deserves a vote.,[]
11029,2013/03/06_08:11,Tell Congress to act: http://OFA.BO/usmfQhÂ pic.twitter.com/Hwy6wsWBGU,[]
11030,2013/03/06_07:18,Worth a read and a RT: Gun advocates and manufacturers support expanding background checks.,[]
11031,2013/03/06_07:18,http://OFA.BO/vRq65ZÂ  #WeDemandAVote,[]
11032,2013/03/05_14:11,89% of Republicans agree we need background checks for ALL gun sales.,[]
11033,2013/03/05_14:11,It's time for Congress to make it happen:pic.twitter.com/EfPU75uDYT,[]
11034,2013/03/05_11:59,RT if you agree: It's time for Congress to make our kids and communities safer by closing background check loopholes for gun sales.,[]
11035,2013/03/05_11:20,FACT: Nearly 40% of all gun sales are made by private sellers who aren't required to conduct a background check.,[]
11036,2013/03/05_11:20,#WeDemandAVote,[]
11037,2013/03/05_09:37,FACT: The background check system has kept more than 2 million guns out of dangerous hands.,[]
11038,2013/03/05_09:37,#WeDemandAVote,[]
11039,2013/03/05_09:15,FACT: Since 1968 1.3 million Americans have died from gun violenceâ€”more than in all of the wars in American history.,[]
11040,2013/03/05_09:15,#WeDemandAVote,[]
11041,2013/03/05_08:56,Find out how you can help protect our kids and our communities by reducing gun violence: http://OFA.BO/z3dBemÂ  #WeDemandAVote,[]
11042,2013/03/05_07:30,RT if you'd honkâ€”then tell Congress to close background check loopholes for gun sales: http://OFA.BO/zfnvNKÂ pic.twitter.com/YOkKaDysPi,[]
11043,2013/03/04_15:03,Tell Congress: We should close tax loopholes for millionairesâ€”not cut student aid.,[]
11044,2013/03/04_15:03,http://OFA.BO/fShanCÂ pic.twitter.com/XsXBTWjeUf,[]
11045,2013/03/04_13:24,Stand with President Obama's plan to stop severe budget cuts and reduce the deficit in a balanced way: http://OFA.BO/h9V8z1Â  #JobsNotCuts,[]
11046,2013/03/04_12:13,RT if you agree: We should never cut vital services for middle-class families before closing tax loopholes for millionaires & corporations.,[]
11047,2013/03/04_11:40,FACT: Severe budget cuts could reduce funding for the Federal Aviation Administration by $232 millionâ€”likely increasing airport delays.,[]
11048,2013/03/04_11:04,FACT: Congressional inaction means $168 million could be cut from mental health services and substance abuse programs.,[]
11049,2013/03/04_11:04,#JobsNotCuts,[]
11050,2013/03/04_10:39,FACT: Funding to protect and secure our borders could be cut by nearly $550 million because Congress didn't act.,[]
11051,2013/03/04_10:39,#JobsNotCuts,[]
11052,2013/03/04_09:38,FACT: Students could lose more than $1 billion in financial aid and education funding because Congress failed to stop severe budget cuts.,[]
11053,2013/03/04_09:17,FACT: Because Congress failed to act FEMA disaster relief could be cut by $928 millionâ€”making it harder to recover from severe storms.,[]
11054,2013/03/04_09:04,Congressional Republicans chose to make severe budget cuts instead of closing tax loopholes for millionaires: http://OFA.BO/pxncn6Â,[]
11055,2013/03/04_07:27,Watch live: President Obama makes a personnel announcement.http://wh.gov/liveÂ,[]
11056,2013/03/03_16:24,Buddies.pic.twitter.com/AWXhawXznE,[]
11057,2013/03/03_10:15,RT if you agree: It's wrong to cut vital services instead of closing tax loopholes for millionaires.,[]
11058,2013/03/03_10:15,#JobsNotCutspic.twitter.com/N5PubdNYrm,[]
11059,2013/03/02_08:50,These cuts are not smart.,[]
11060,2013/03/02_08:50,They will hurt our economy and cost us jobsâ€”and Congress can turn them off at any time.http://OFA.BO/GGq4YhÂ,[]
11061,2013/03/01_11:06,Add your name to support Obama's balanced plan to reduce the deficit and protect vital services: http://OFA.BO/UyNhNRÂ  #JobsNotCuts,[]
11062,2013/03/01_10:08,RT if you agree: It's unacceptable for Republicans in Congress to cut vital services instead of closing tax loopholes for millionaires.,[]
11063,2013/03/01_09:13,Sensible gun safety reforms still deserve a vote.pic.twitter.com/mUMYqdKJjT,[]
11064,2013/03/01_08:58,"President Obama: ""Iâ€™m going to keep pushing to make sure the minimum wage becomes a wage you can live on.""",[]
11065,2013/03/01_08:58,#JobsNotCuts,[]
11066,2013/03/01_08:56,"President Obama: ""Iâ€™m going to keep pushing for high-quality preschool for every family that wants it.""",[]
11067,2013/03/01_08:54,"President Obama: ""We canâ€™t let political paralysis around the budget stand in the way of other areas where we can make progress.""",[]
11068,2013/03/01_08:50,"Obama: ""I still believe we can and must replace these cuts with a balanced approach that asks something from everybody.""",[]
11069,2013/03/01_08:50,#JobsNotCuts,[]
11070,2013/03/01_08:48,"President Obama: ""None of this is necessary.",[]
11071,2013/03/01_08:48,"Itâ€™s happening because of a choice that Republicans in Congress have made.""",[]
11072,2013/03/01_08:48,#JobsNotCuts,[]
11073,2013/03/01_08:46,"Obama: ""Every time we get a piece of economic news weâ€™ll know it could have been better if not for Congressâ€™ failure to act.""",[]
11074,2013/03/01_08:46,#JobsNotCuts,[]
11075,2013/03/01_08:45,"Obama: ""All of this will cause a ripple effect across the economy.",[]
11076,2013/03/01_08:45,"Layoffs and pay cuts mean that people will have less money to spend.""",[]
11077,2013/03/01_08:43,"President Obama: ""We shouldn't be making a series of dumb arbitrary cuts to things ... like education research and defense.""",[]
11078,2013/03/01_08:43,#JobsNotCuts,[]
11079,2013/03/01_08:39,Happening now: President Obama delivers a statement on impending budget cuts.http://wh.gov/liveÂ,[]
11080,2013/03/01_07:18,Add your name if you support Obama's plan to reduce gun violence and protect our kids: http://OFA.BO/wH7okgÂ pic.twitter.com/oKNBTD0Fmj,[]
11081,2013/02/28_15:07,Stand with Obama's plan to stop severe cuts to vital services and reduce our deficit in a balanced way: http://OFA.BO/Mf98CsÂ  #JobsNotCuts,[]
11082,2013/02/28_12:01,RT if you agree: Congress should cut the deficit by closing tax loopholes for millionairesâ€”not by cutting vital services for kids & seniors.,[]
11083,2013/02/28_11:29,We need Congress to act fast to avoid even more hard-working people losing their jobs.,[]
11084,2013/02/28_11:29,It isn't acceptable.,[]
11085,2013/02/28_11:29,â€”Elizabeth C. #JobsNotCuts,[]
11086,2013/02/28_10:37,I absolutely cannot afford to lose my job nor my health insurance due to the possible sequestration.,[]
11087,2013/02/28_10:37,â€”Candice R. http://OFA.BO/rqBULhÂ,[]
11088,2013/02/28_10:03,Renewing this bill is an important step towards making sure no one in America is forced to live in fear.,['America']
11089,2013/02/28_10:03,http://OFA.BO/WR4cVCÂ  #VAWA,[]
11090,2013/02/28_09:26,We cannot be a strong nation if all our people aren't able to reach at least their basic potential.,[]
11091,2013/02/28_09:26,â€”Mary M. http://OFA.BO/dxyRc8Â,[]
11092,2013/02/28_08:47,I am a listening ear cheerleader motivator and sometimes a student's last hope.,[]
11093,2013/02/28_08:47,Please don't lay me off.,[]
11094,2013/02/28_08:47,â€”Whitney W. #JobsNotCuts,[]
11095,2013/02/28_08:23,Should this sequester continue I will not be able to remain financially solvent.,[]
11096,2013/02/28_08:23,â€”Susan D. http://OFA.BO/ryYCupÂ  #JobsNotCuts,[]
11097,2013/02/28_07:54,If automatic cuts are allowed to go through thousands of dollars will be cut from the school budget where I teach.,[]
11098,2013/02/28_07:54,â€”Anna C. #JobsNotCuts,[]
11099,2013/02/28_07:37,It's on all of us to speak up: Share what severe budget cuts would mean for you if Congress doesn't act.,[]
11100,2013/02/28_07:37,http://OFA.BO/cjVcHLÂ  #JobsNotCuts,[]
11101,2013/02/28_06:47,.,[]
11102,2013/02/28_06:47,"@NYTimes: ""For the sake of future gun victimsâ€”lawmakers should ignore this lobbying & pass a background-check bill.",[]
11103,2013/02/28_06:47,"""http://OFA.BO/DaKVakÂ",[]
11104,2013/02/27_15:29,Find out what's at stake for kids seniors and the mentally ill if Congress doesn't stop severe budget cuts: http://OFA.BO/jnYEefÂ,[]
11105,2013/02/27_11:22,The @NYTimes on why Congress should pass a strong background-check bill that helps keep guns out of dangerous hands: http://OFA.BO/ay1niqÂ,[]
11106,2013/02/27_09:49,Add your name to support President Obama's plan to reduce gun violence and protect our kids: http://OFA.BO/cxWZYzÂ pic.twitter.com/0wCTe1R2TI,[]
11107,2013/02/27_08:53,â€œIn a single moment with the simplest of gestures she helped change Americaâ€”and change the world.â€� â€”President Obama on Rosa Parks,[]
11108,2013/02/27_08:14,Happening now: President Obama speaks at the unveiling of the Rosa Parks statue at the Capitol.,[]
11109,2013/02/27_08:14,http://OFA.BO/3TQHTBÂ,[]
11110,2013/02/27_06:36,Obama on the devastating impacts of severe budget cuts that will begin Friday if Congress doesn't act: http://OFA.BO/YMqokzÂ  #JobsNotCuts,[]
11111,2013/02/26_16:03,RT if you agree: We can't afford to cut vital services for kids and seniors.,[]
11112,2013/02/26_16:03,Congress should stop these cuts now.pic.twitter.com/NBkLDivTyu,[]
11113,2013/02/26_13:44,Deadline Friday: It's time for Congress to stop severe budget cuts that will cost jobs & threaten the middle class.pic.twitter.com/EPSoucU94R,[]
11114,2013/02/26_12:09,Make sure your friends know what's at stake for middle-class families if Congress fails to avoid severe budget cuts: http://OFA.BO/Pc1bD5Â,[]
11115,2013/02/26_10:54,"Obama: ""Make sure your voice is heard.",[]
11116,2013/02/26_10:54,Let your leaders know what you expect of them.,[]
11117,2013/02/26_10:54,"Let them know what you believe.""",[]
11118,2013/02/26_10:54,#JobsOverCuts,[]
11119,2013/02/26_10:47,"President Obama: ""Our North Star is a growing economy that creates good middle-class jobs.""",[]
11120,2013/02/26_10:47,#JobsOverCutspic.twitter.com/oKFjHOzyP4,[]
11121,2013/02/26_10:44,"Obama: ""We wonâ€™t grow the middle class simply by shifting the cost of health care or college onto families that are already struggling.""",[]
11122,2013/02/26_10:41,"President Obama: ""We canâ€™t ask seniors and working families like yours to shoulder the entire burden of deficit reduction.""",[]
11123,2013/02/26_10:41,#JobsOverCuts,[]
11124,2013/02/26_10:37,These cuts are wrong.,[]
11125,2013/02/26_10:37,Theyâ€™re not smart.,[]
11126,2013/02/26_10:37,Theyâ€™re not fair.,[]
11127,2013/02/26_10:37,Theyâ€™re a self-inflicted wound that doesn't have to happen.,[]
11128,2013/02/26_10:37,#JobsOverCuts,[]
